Row,C0,C1,C2,C3,C4,C5
15500,7,12143,116,1,-1,-1
15501,7,12144,118,1,-1,-1
15502,7,12145,119,1,-1,-1
15503,7,12146,120,1,-1,-1
15504,7,12147,121,1,-1,-1
15505,7,12148,122,1,-1,-1
15506,7,12149,123,1,-1,-1
15507,7,12150,124,1,-1,-1
15508,7,12151,125,1,-1,-1
15509,7,12152,126,1,-1,-1
15510,7,12153,127,1,-1,-1
15511,7,12154,130,1,-1,-1
15512,7,12155,131,1,-1,-1
15513,7,12156,132,2,-1,-1
15514,7,12157,134,1,-1,-1
15515,7,12158,136,1,-1,-1
15516,7,12159,137,1,-1,-1
15517,7,12160,138,1,-1,-1
15518,7,12161,139,1,-1,-1
15519,7,12162,140,1,-1,-1
15520,7,12163,141,1,-1,-1
15521,7,12164,142,1,-1,-1
15522,7,12165,145,1,-1,-1
15523,7,12166,147,1,-1,-1
15524,7,12167,149,1,-1,-1
15525,7,12168,150,1,-1,-1
15526,7,12169,151,1,-1,-1
15527,7,12170,153,1,-1,-1
15528,7,12171,154,1,-1,-1
15529,7,12172,155,1,-1,-1
15530,7,12173,157,1,-1,-1
15531,7,12174,158,1,-1,-1
15532,7,12175,159,1,-1,-1
15533,7,12176,161,1,-1,-1
15534,7,12177,162,1,-1,-1
15535,7,12178,164,1,-1,-1
15536,7,12179,165,1,-1,-1
15537,7,12180,166,1,-1,-1
15538,7,12181,167,1,-1,-1
15539,7,12182,168,1,-1,-1
15540,7,12183,169,1,-1,-1
15541,7,12184,170,1,-1,-1
15542,7,12185,171,1,-1,-1
15543,7,12186,172,1,-1,-1
15544,7,12187,173,1,-1,-1
15545,7,12188,174,1,-1,-1
15546,7,12189,175,1,-1,-1
15547,7,12190,176,1,-1,-1
15548,7,12191,177,1,-1,-1
15549,7,12192,178,1,-1,-1
15550,7,12193,179,1,-1,-1
15551,7,12194,180,1,-1,-1
15552,7,12195,181,1,-1,-1
15553,7,12196,182,1,-1,-1
15554,7,12197,183,1,-1,-1
15555,7,12198,184,1,-1,-1
15556,7,12199,185,1,-1,-1
15557,7,12200,186,1,-1,-1
15558,7,12201,87,1,-1,-1
15559,7,12202,88,1,-1,-1
15560,7,12203,92,1,-1,-1
15561,7,12204,93,1,-1,-1
15562,7,12205,94,1,-1,-1
15563,7,12206,95,1,-1,-1
15564,7,12207,98,1,-1,-1
15565,7,12208,99,1,-1,-1
15566,7,12209,100,1,-1,-1
15567,7,12210,101,1,-1,-1
15568,7,12211,104,1,-1,-1
15569,7,12212,107,1,-1,-1
15570,7,12213,108,1,-1,-1
15571,7,12214,109,1,-1,-1
15572,7,12215,110,1,-1,-1
15573,7,12216,113,1,-1,-1
15574,7,12217,114,1,-1,-1
15575,7,12218,115,1,-1,-1
15576,7,12219,116,1,-1,-1
15577,7,12220,118,1,-1,-1
15578,7,12221,119,1,-1,-1
15579,7,12222,120,1,-1,-1
15580,7,12223,121,1,-1,-1
15581,7,12224,122,1,-1,-1
15582,7,12225,123,1,-1,-1
15583,7,12226,124,1,-1,-1
15584,7,12227,125,1,-1,-1
15585,7,12228,126,1,-1,-1
15586,7,12229,127,1,-1,-1
15587,7,12230,128,2,-1,-1
15588,7,12231,130,1,-1,-1
15589,7,12232,131,1,-1,-1
15590,7,12233,134,1,-1,-1
15591,7,12234,136,2,-1,-1
15592,7,12235,137,1,-1,-1
15593,7,12236,138,1,-1,-1
15594,7,12237,139,1,-1,-1
15595,7,12238,140,1,-1,-1
15596,7,12239,141,1,-1,-1
15597,7,12240,142,1,-1,-1
15598,7,12241,145,1,-1,-1
15599,7,12242,146,1,-1,-1
15600,7,12243,147,1,-1,-1
15601,7,12244,149,1,-1,-1
15602,7,12245,150,1,-1,-1
15603,7,12246,151,1,-1,-1
15604,7,12247,153,1,-1,-1
15605,7,12248,154,1,-1,-1
15606,7,12249,155,1,-1,-1
15607,7,12250,157,1,-1,-1
15608,7,12251,158,1,-1,-1
15609,7,12252,159,1,-1,-1
15610,7,12253,161,1,-1,-1
15611,7,12254,162,1,-1,-1
15612,7,12255,164,1,-1,-1
15613,7,12256,165,1,-1,-1
15614,7,12257,166,1,-1,-1
15615,7,12258,167,1,-1,-1
15616,7,12259,168,1,-1,-1
15617,7,12260,169,1,-1,-1
15618,7,12261,170,1,-1,-1
15619,7,12262,171,1,-1,-1
15620,7,12263,172,1,-1,-1
15621,7,12264,173,1,-1,-1
15622,7,12265,174,1,-1,-1
15623,7,12266,175,1,-1,-1
15624,7,12267,176,1,-1,-1
15625,7,12268,177,1,-1,-1
15626,7,12269,178,1,-1,-1
15627,7,12270,179,1,-1,-1
15628,7,12271,180,1,-1,-1
15629,7,12272,181,1,-1,-1
15630,7,12273,182,1,-1,-1
15631,7,12274,183,1,-1,-1
15632,7,12275,184,1,-1,-1
15633,7,12276,185,1,-1,-1
15634,7,12277,186,1,-1,-1
15635,7,12278,90,2,-1,-1
15636,7,12279,91,2,-1,-1
15637,7,12280,92,4,-1,-1
15638,7,12281,95,1,-1,-1
15639,7,12282,97,2,-1,-1
15640,7,12283,101,1,-1,-1
15641,7,12284,107,4,-1,-1
15642,7,12285,110,2,-1,-1
15643,7,12286,112,8,-1,-1
15644,7,12287,122,4,-1,-1
15645,7,12288,123,2,-1,-1
15646,7,12289,125,2,-1,-1
15647,7,12290,128,8,-1,-1
15648,7,12291,131,2,-1,-1
15649,7,12292,137,4,-1,-1
15650,7,12293,146,2,-1,-1
15651,7,12294,153,4,-1,-1
15652,7,12295,90,2,-1,-1
15653,7,12296,91,1,-1,-1
15654,7,12297,92,1,-1,-1
15655,7,12298,93,1,-1,-1
15656,7,12299,95,1,-1,-1
15657,7,12300,96,1,-1,-1
15658,7,12301,97,1,-1,-1
15659,7,12302,98,2,-1,-1
15660,7,12303,99,1,-1,-1
15661,7,12304,100,1,-1,-1
15662,7,12305,101,1,-1,-1
15663,7,12306,104,1,-1,-1
15664,7,12307,107,1,-1,-1
15665,7,12308,108,1,-1,-1
15666,7,12309,110,1,-1,-1
15667,7,12310,111,1,-1,-1
15668,7,12311,112,1,-1,-1
15669,7,12312,113,1,-1,-1
15670,7,12313,114,1,-1,-1
15671,7,12314,115,1,-1,-1
15672,7,12315,116,1,-1,-1
15673,7,12316,117,2,-1,-1
15674,7,12317,118,1,-1,-1
15675,7,12318,119,1,-1,-1
15676,7,12319,120,1,-1,-1
15677,7,12320,121,2,-1,-1
15678,7,12321,122,1,-1,-1
15679,7,12322,123,2,-1,-1
15680,7,12323,124,1,-1,-1
15681,7,12324,125,1,-1,-1
15682,7,12325,126,1,-1,-1
15683,7,12326,127,1,-1,-1
15684,7,12327,128,1,-1,-1
15685,7,12328,129,1,-1,-1
15686,7,12329,130,1,-1,-1
15687,7,12330,131,1,-1,-1
15688,7,12331,134,1,-1,-1
15689,7,12332,137,2,-1,-1
15690,7,12333,138,1,-1,-1
15691,7,12334,139,1,-1,-1
15692,7,12335,140,1,-1,-1
15693,7,12336,141,1,-1,-1
15694,7,12337,143,1,-1,-1
15695,7,12338,145,1,-1,-1
15696,7,12339,146,1,-1,-1
15697,7,12340,147,1,-1,-1
15698,7,12341,148,1,-1,-1
15699,7,12342,149,1,-1,-1
15700,7,12343,150,1,-1,-1
15701,7,12344,151,1,-1,-1
15702,7,12345,153,2,-1,-1
15703,7,12346,155,1,-1,-1
15704,7,12347,157,1,-1,-1
15705,7,12348,158,1,-1,-1
15706,7,12349,159,2,-1,-1
15707,7,12350,162,1,-1,-1
15708,7,12351,164,1,-1,-1
15709,7,12352,165,1,-1,-1
15710,7,12353,166,1,-1,-1
15711,7,12354,167,1,-1,-1
15712,7,12355,168,2,-1,-1
15713,7,12356,169,1,-1,-1
15714,7,12357,170,1,-1,-1
15715,7,12358,171,1,-1,-1
15716,7,12359,172,1,-1,-1
15717,7,12360,173,1,-1,-1
15718,7,12361,174,1,-1,-1
15719,7,12362,175,1,-1,-1
15720,7,12363,176,1,-1,-1
15721,7,12364,177,1,-1,-1
15722,7,12365,178,1,-1,-1
15723,7,12366,179,1,-1,-1
15724,7,12367,180,1,-1,-1
15725,7,12368,181,1,-1,-1
15726,7,12369,182,1,-1,-1
15727,7,12370,183,1,-1,-1
15728,7,12371,184,1,-1,-1
15729,7,12372,185,1,-1,-1
15730,7,12373,186,1,-1,-1
15731,7,12374,92,1,-1,-1
15732,7,12375,93,1,-1,-1
15733,7,12376,94,1,-1,-1
15734,7,12377,95,1,-1,-1
15735,7,12378,96,1,-1,-1
15736,7,12379,97,1,-1,-1
15737,7,12380,98,2,-1,-1
15738,7,12381,99,1,-1,-1
15739,7,12382,100,1,-1,-1
15740,7,12383,101,1,-1,-1
15741,7,12384,104,1,-1,-1
15742,7,12385,107,1,-1,-1
15743,7,12386,108,1,-1,-1
15744,7,12387,109,1,-1,-1
15745,7,12388,110,1,-1,-1
15746,7,12389,112,1,-1,-1
15747,7,12390,114,2,-1,-1
15748,7,12391,115,1,-1,-1
15749,7,12392,116,1,-1,-1
15750,7,12393,118,2,-1,-1
15751,7,12394,119,1,-1,-1
15752,7,12395,121,2,-1,-1
15753,7,12396,122,1,-1,-1
15754,7,12397,123,1,-1,-1
15755,7,12398,124,1,-1,-1
15756,7,12399,125,1,-1,-1
15757,7,12400,126,1,-1,-1
15758,7,12401,127,2,-1,-1
15759,7,12402,130,1,-1,-1
15760,7,12403,131,1,-1,-1
15761,7,12404,134,1,-1,-1
15762,7,12405,137,1,-1,-1
15763,7,12406,138,1,-1,-1
15764,7,12407,139,1,-1,-1
15765,7,12408,140,1,-1,-1
15766,7,12409,141,2,-1,-1
15767,7,12410,145,1,-1,-1
15768,7,12411,146,1,-1,-1
15769,7,12412,147,1,-1,-1
15770,7,12413,149,1,-1,-1
15771,7,12414,150,2,-1,-1
15772,7,12415,159,2,-1,-1
15773,7,12416,180,2,-1,-1
15774,7,12417,92,1,-1,-1
15775,7,12418,94,1,-1,-1
15776,7,12419,95,1,-1,-1
15777,7,12420,97,1,-1,-1
15778,7,12421,98,1,-1,-1
15779,7,12422,99,1,-1,-1
15780,7,12423,100,2,-1,-1
15781,7,12424,101,1,-1,-1
15782,7,12425,104,1,-1,-1
15783,7,12426,115,2,-1,-1
15784,7,12427,116,1,-1,-1
15785,7,12428,118,2,-1,-1
15786,7,12429,120,2,-1,-1
15787,7,12430,122,1,-1,-1
15788,7,12431,124,2,-1,-1
15789,7,12432,125,2,-1,-1
15790,7,12433,126,2,-1,-1
15791,7,12434,127,2,-1,-1
15792,7,12435,128,1,-1,-1
15793,7,12436,130,2,-1,-1
15794,7,12437,137,1,-1,-1
15795,7,12438,139,2,-1,-1
15796,7,12439,140,2,-1,-1
15797,7,12440,141,2,-1,-1
15798,7,12441,142,2,-1,-1
15799,7,12442,145,2,-1,-1
15800,7,12443,146,1,-1,-1
15801,7,12444,147,1,-1,-1
15802,7,12445,150,2,-1,-1
15803,7,12446,154,1,-1,-1
15804,7,12447,155,1,-1,-1
15805,7,12448,157,1,-1,-1
15806,7,12449,158,1,-1,-1
15807,7,12450,159,2,-1,-1
15808,7,12451,161,1,-1,-1
15809,7,12452,162,2,-1,-1
15810,7,12453,166,2,-1,-1
15811,7,12454,167,1,-1,-1
15812,7,12455,169,2,-1,-1
15813,7,12456,171,2,-1,-1
15814,7,12457,173,2,-1,-1
15815,7,12458,174,1,-1,-1
15816,7,12459,175,1,-1,-1
15817,7,12460,178,2,-1,-1
15818,7,12461,180,2,-1,-1
15819,7,12462,181,2,-1,-1
15820,7,12463,182,2,-1,-1
15821,7,12464,183,1,-1,-1
15822,7,12465,184,1,-1,-1
15823,7,12466,94,1,-1,-1
15824,7,12467,95,1,-1,-1
15825,7,12468,97,1,-1,-1
15826,7,12469,99,1,-1,-1
15827,7,12470,100,1,-1,-1
15828,7,12471,109,1,-1,-1
15829,7,12472,110,1,-1,-1
15830,7,12473,111,1,-1,-1
15831,7,12474,112,2,-1,-1
15832,7,12475,113,1,-1,-1
15833,7,12476,114,1,-1,-1
15834,7,12477,115,2,-1,-1
15835,7,12478,118,1,-1,-1
15836,7,12479,123,1,-1,-1
15837,7,12480,124,1,-1,-1
15838,7,12481,125,1,-1,-1
15839,7,12482,126,1,-1,-1
15840,7,12483,127,1,-1,-1
15841,7,12484,128,1,-1,-1
15842,7,12485,129,1,-1,-1
15843,7,12486,130,2,-1,-1
15844,7,12487,145,1,-1,-1
15845,7,12488,159,4,-1,-1
15846,7,12489,162,1,-1,-1
15847,7,12490,166,2,-1,-1
15848,7,12491,169,1,-1,-1
15849,7,12492,181,2,-1,-1
15850,7,12493,94,1,-1,-1
15851,7,12494,95,1,-1,-1
15852,7,12495,97,1,-1,-1
15853,7,12496,99,1,-1,-1
15854,7,12497,100,1,-1,-1
15855,7,12498,109,1,-1,-1
15856,7,12499,110,1,-1,-1
15857,7,12500,112,1,-1,-1
15858,7,12501,113,1,-1,-1
15859,7,12502,114,1,-1,-1
15860,7,12503,118,2,-1,-1
15861,7,12504,120,2,-1,-1
15862,7,12505,122,1,-1,-1
15863,7,12506,123,1,-1,-1
15864,7,12507,124,2,-1,-1
15865,7,12508,125,2,-1,-1
15866,7,12509,126,2,-1,-1
15867,7,12510,127,2,-1,-1
15868,7,12511,130,2,-1,-1
15869,7,12512,137,1,-1,-1
15870,7,12513,139,4,-1,-1
15871,7,12514,140,2,-1,-1
15872,7,12515,141,2,-1,-1
15873,7,12516,142,2,-1,-1
15874,7,12517,145,1,-1,-1
15875,7,12518,150,4,-1,-1
15876,7,12519,162,2,-1,-1
15877,7,12520,166,2,-1,-1
15878,7,12521,169,2,-1,-1
15879,7,12522,171,2,-1,-1
15880,7,12523,178,2,-1,-1
15881,7,12524,181,2,-1,-1
15882,7,12525,96,1,-1,-1
15883,7,12526,97,1,-1,-1
15884,7,12527,100,1,-1,-1
15885,7,12528,101,1,-1,-1
15886,7,12529,104,1,-1,-1
15887,7,12530,107,1,-1,-1
15888,7,12531,108,1,-1,-1
15889,7,12532,111,1,-1,-1
15890,7,12533,112,1,-1,-1
15891,7,12534,114,1,-1,-1
15892,7,12535,115,1,-1,-1
15893,7,12536,116,1,-1,-1
15894,7,12537,118,1,-1,-1
15895,7,12538,119,1,-1,-1
15896,7,12539,120,1,-1,-1
15897,7,12540,122,1,-1,-1
15898,7,12541,123,1,-1,-1
15899,7,12542,125,1,-1,-1
15900,7,12543,126,1,-1,-1
15901,7,12544,127,1,-1,-1
15902,7,12545,128,1,-1,-1
15903,7,12546,129,2,-1,-1
15904,7,12547,130,1,-1,-1
15905,7,12548,131,1,-1,-1
15906,7,12549,134,1,-1,-1
15907,7,12550,137,1,-1,-1
15908,7,12551,138,1,-1,-1
15909,7,12552,140,1,-1,-1
15910,7,12553,141,1,-1,-1
15911,7,12554,142,1,-1,-1
15912,7,12555,143,1,-1,-1
15913,7,12556,146,1,-1,-1
15914,7,12557,149,1,-1,-1
15915,7,12558,150,1,-1,-1
15916,7,12559,154,2,-1,-1
15917,7,12560,155,2,-1,-1
15918,7,12561,157,1,-1,-1
15919,7,12562,164,2,-1,-1
15920,7,12563,165,1,-1,-1
15921,7,12564,166,1,-1,-1
15922,7,12565,167,1,-1,-1
15923,7,12566,169,1,-1,-1
15924,7,12567,170,1,-1,-1
15925,7,12568,173,1,-1,-1
15926,7,12569,174,1,-1,-1
15927,7,12570,175,1,-1,-1
15928,7,12571,176,1,-1,-1
15929,7,12572,177,1,-1,-1
15930,7,12573,178,1,-1,-1
15931,7,12574,179,1,-1,-1
15932,7,12575,180,1,-1,-1
15933,7,12576,181,1,-1,-1
15934,7,12577,182,1,-1,-1
15935,7,12578,183,1,-1,-1
15936,7,12579,184,1,-1,-1
15937,7,12580,185,1,-1,-1
15938,7,12581,186,1,-1,-1
15939,7,12582,96,1,-1,-1
15940,7,12583,97,1,-1,-1
15941,7,12584,98,1,-1,-1
15942,7,12585,99,1,-1,-1
15943,7,12586,100,1,-1,-1
15944,7,12587,101,1,-1,-1
15945,7,12588,104,1,-1,-1
15946,7,12589,107,1,-1,-1
15947,7,12590,108,1,-1,-1
15948,7,12591,110,1,-1,-1
15949,7,12592,111,1,-1,-1
15950,7,12593,112,1,-1,-1
15951,7,12594,113,1,-1,-1
15952,7,12595,114,1,-1,-1
15953,7,12596,115,1,-1,-1
15954,7,12597,116,1,-1,-1
15955,7,12598,118,1,-1,-1
15956,7,12599,119,1,-1,-1
15957,7,12600,120,1,-1,-1
15958,7,12601,121,1,-1,-1
15959,7,12602,122,1,-1,-1
15960,7,12603,123,1,-1,-1
15961,7,12604,124,1,-1,-1
15962,7,12605,125,1,-1,-1
15963,7,12606,126,1,-1,-1
15964,7,12607,127,1,-1,-1
15965,7,12608,128,2,-1,-1
15966,7,12609,129,1,-1,-1
15967,7,12610,130,1,-1,-1
15968,7,12611,131,1,-1,-1
15969,7,12612,134,1,-1,-1
15970,7,12613,137,1,-1,-1
15971,7,12614,138,1,-1,-1
15972,7,12615,139,1,-1,-1
15973,7,12616,140,1,-1,-1
15974,7,12617,141,1,-1,-1
15975,7,12618,142,1,-1,-1
15976,7,12619,143,2,-1,-1
15977,7,12620,145,1,-1,-1
15978,7,12621,146,1,-1,-1
15979,7,12622,147,1,-1,-1
15980,7,12623,149,1,-1,-1
15981,7,12624,150,1,-1,-1
15982,7,12625,151,1,-1,-1
15983,7,12626,153,1,-1,-1
15984,7,12627,154,2,-1,-1
15985,7,12628,155,1,-1,-1
15986,7,12629,157,2,-1,-1
15987,7,12630,159,1,-1,-1
15988,7,12631,161,1,-1,-1
15989,7,12632,162,1,-1,-1
15990,7,12633,164,1,-1,-1
15991,7,12634,165,1,-1,-1
15992,7,12635,166,1,-1,-1
15993,7,12636,167,1,-1,-1
15994,7,12637,169,2,-1,-1
15995,7,12638,170,1,-1,-1
15996,7,12639,172,1,-1,-1
15997,7,12640,173,1,-1,-1
15998,7,12641,174,1,-1,-1
15999,7,12642,175,1,-1,-1
16000,7,12643,176,2,-1,-1
16001,7,12644,177,1,-1,-1
16002,7,12645,178,1,-1,-1
16003,7,12646,179,1,-1,-1
16004,7,12647,180,1,-1,-1
16005,7,12648,181,1,-1,-1
16006,7,12649,182,1,-1,-1
16007,7,12650,183,1,-1,-1
16008,7,12651,184,1,-1,-1
16009,7,12652,185,1,-1,-1
16010,7,12653,186,1,-1,-1
16011,7,12654,99,1,-1,-1
16012,7,12655,104,1,-1,-1
16013,7,12656,108,2,-1,-1
16014,7,12657,109,1,-1,-1
16015,7,12658,110,1,-1,-1
16016,7,12659,113,1,-1,-1
16017,7,12660,114,1,-1,-1
16018,7,12661,116,1,-1,-1
16019,7,12662,119,1,-1,-1
16020,7,12663,122,1,-1,-1
16021,7,12664,130,1,-1,-1
16022,7,12665,153,4,-1,-1
16023,7,12666,180,4,-1,-1
16024,7,12667,99,1,-1,-1
16025,7,12668,100,1,-1,-1
16026,7,12669,101,1,-1,-1
16027,7,12670,104,1,-1,-1
16028,7,12671,107,1,-1,-1
16029,7,12672,109,1,-1,-1
16030,7,12673,110,1,-1,-1
16031,7,12674,113,1,-1,-1
16032,7,12675,114,1,-1,-1
16033,7,12676,115,1,-1,-1
16034,7,12677,116,1,-1,-1
16035,7,12678,118,1,-1,-1
16036,7,12679,119,1,-1,-1
16037,7,12680,120,1,-1,-1
16038,7,12681,122,1,-1,-1
16039,7,12682,123,1,-1,-1
16040,7,12683,125,1,-1,-1
16041,7,12684,127,1,-1,-1
16042,7,12685,130,1,-1,-1
16043,7,12686,131,1,-1,-1
16044,7,12687,134,1,-1,-1
16045,7,12688,137,1,-1,-1
16046,7,12689,138,1,-1,-1
16047,7,12690,139,1,-1,-1
16048,7,12691,145,1,-1,-1
16049,7,12692,146,1,-1,-1
16050,7,12693,149,1,-1,-1
16051,7,12694,159,2,-1,-1
16052,7,12695,180,2,-1,-1
16053,7,12696,99,1,-1,-1
16054,7,12697,100,1,-1,-1
16055,7,12698,101,1,-1,-1
16056,7,12699,104,1,-1,-1
16057,7,12700,107,1,-1,-1
16058,7,12701,108,1,-1,-1
16059,7,12702,109,1,-1,-1
16060,7,12703,110,1,-1,-1
16061,7,12704,112,1,-1,-1
16062,7,12705,113,1,-1,-1
16063,7,12706,114,1,-1,-1
16064,7,12707,115,1,-1,-1
16065,7,12708,116,1,-1,-1
16066,7,12709,118,1,-1,-1
16067,7,12710,119,1,-1,-1
16068,7,12711,120,1,-1,-1
16069,7,12712,121,1,-1,-1
16070,7,12713,122,1,-1,-1
16071,7,12714,123,2,-1,-1
16072,7,12715,124,1,-1,-1
16073,7,12716,125,1,-1,-1
16074,7,12717,127,1,-1,-1
16075,7,12718,129,1,-1,-1
16076,7,12719,130,1,-1,-1
16077,7,12720,131,1,-1,-1
16078,7,12721,134,1,-1,-1
16079,7,12722,137,2,-1,-1
16080,7,12723,138,1,-1,-1
16081,7,12724,139,1,-1,-1
16082,7,12725,140,1,-1,-1
16083,7,12726,141,1,-1,-1
16084,7,12727,142,1,-1,-1
16085,7,12728,145,1,-1,-1
16086,7,12729,146,1,-1,-1
16087,7,12730,147,1,-1,-1
16088,7,12731,149,1,-1,-1
16089,7,12732,150,1,-1,-1
16090,7,12733,151,1,-1,-1
16091,7,12734,153,1,-1,-1
16092,7,12735,154,2,-1,-1
16093,7,12736,155,1,-1,-1
16094,7,12737,159,1,-1,-1
16095,7,12738,162,1,-1,-1
16096,7,12739,164,1,-1,-1
16097,7,12740,165,1,-1,-1
16098,7,12741,166,1,-1,-1
16099,7,12742,167,1,-1,-1
16100,7,12743,170,1,-1,-1
16101,7,12744,173,1,-1,-1
16102,7,12745,174,1,-1,-1
16103,7,12746,175,1,-1,-1
16104,7,12747,177,1,-1,-1
16105,7,12748,178,1,-1,-1
16106,7,12749,179,1,-1,-1
16107,7,12750,180,1,-1,-1
16108,7,12751,181,1,-1,-1
16109,7,12752,182,1,-1,-1
16110,7,12753,183,1,-1,-1
16111,7,12754,184,1,-1,-1
16112,7,12755,185,1,-1,-1
16113,7,12756,186,1,-1,-1
16114,7,12757,100,1,-1,-1
16115,7,12758,101,1,-1,-1
16116,7,12759,104,1,-1,-1
16117,7,12760,107,1,-1,-1
16118,7,12761,108,1,-1,-1
16119,7,12762,110,1,-1,-1
16120,7,12763,112,1,-1,-1
16121,7,12764,113,1,-1,-1
16122,7,12765,114,1,-1,-1
16123,7,12766,115,1,-1,-1
16124,7,12767,116,1,-1,-1
16125,7,12768,118,1,-1,-1
16126,7,12769,119,1,-1,-1
16127,7,12770,120,1,-1,-1
16128,7,12771,121,1,-1,-1
16129,7,12772,122,2,-1,-1
16130,7,12773,123,1,-1,-1
16131,7,12774,124,1,-1,-1
16132,7,12775,125,1,-1,-1
16133,7,12776,127,1,-1,-1
16134,7,12777,128,1,-1,-1
16135,7,12778,129,1,-1,-1
16136,7,12779,130,1,-1,-1
16137,7,12780,131,1,-1,-1
16138,7,12781,134,1,-1,-1
16139,7,12782,137,1,-1,-1
16140,7,12783,138,2,-1,-1
16141,7,12784,139,1,-1,-1
16142,7,12785,140,1,-1,-1
16143,7,12786,141,2,-1,-1
16144,7,12787,142,1,-1,-1
16145,7,12788,143,1,-1,-1
16146,7,12789,145,1,-1,-1
16147,7,12790,146,1,-1,-1
16148,7,12791,147,1,-1,-1
16149,7,12792,149,1,-1,-1
16150,7,12793,153,1,-1,-1
16151,7,12794,154,2,-1,-1
16152,7,12795,155,1,-1,-1
16153,7,12796,157,1,-1,-1
16154,7,12797,159,1,-1,-1
16155,7,12798,162,1,-1,-1
16156,7,12799,164,1,-1,-1
16157,7,12800,165,1,-1,-1
16158,7,12801,166,1,-1,-1
16159,7,12802,167,1,-1,-1
16160,7,12803,170,1,-1,-1
16161,7,12804,173,1,-1,-1
16162,7,12805,174,1,-1,-1
16163,7,12806,175,1,-1,-1
16164,7,12807,176,1,-1,-1
16165,7,12808,177,1,-1,-1
16166,7,12809,178,1,-1,-1
16167,7,12810,179,1,-1,-1
16168,7,12811,180,1,-1,-1
16169,7,12812,181,1,-1,-1
16170,7,12813,182,1,-1,-1
16171,7,12814,183,1,-1,-1
16172,7,12815,184,1,-1,-1
16173,7,12816,185,1,-1,-1
16174,7,12817,186,1,-1,-1
16175,7,12818,101,1,-1,-1
16176,7,12819,104,1,-1,-1
16177,7,12820,107,1,-1,-1
16178,7,12821,108,1,-1,-1
16179,7,12822,110,1,-1,-1
16180,7,12823,112,1,-1,-1
16181,7,12824,113,1,-1,-1
16182,7,12825,114,1,-1,-1
16183,7,12826,115,1,-1,-1
16184,7,12827,116,1,-1,-1
16185,7,12828,118,1,-1,-1
16186,7,12829,119,1,-1,-1
16187,7,12830,120,1,-1,-1
16188,7,12831,121,1,-1,-1
16189,7,12832,122,1,-1,-1
16190,7,12833,123,1,-1,-1
16191,7,12834,124,1,-1,-1
16192,7,12835,125,1,-1,-1
16193,7,12836,127,1,-1,-1
16194,7,12837,128,1,-1,-1
16195,7,12838,129,1,-1,-1
16196,7,12839,130,1,-1,-1
16197,7,12840,131,1,-1,-1
16198,7,12841,134,1,-1,-1
16199,7,12842,137,1,-1,-1
16200,7,12843,138,1,-1,-1
16201,7,12844,139,1,-1,-1
16202,7,12845,140,1,-1,-1
16203,7,12846,142,1,-1,-1
16204,7,12847,143,1,-1,-1
16205,7,12848,145,1,-1,-1
16206,7,12849,146,1,-1,-1
16207,7,12850,147,1,-1,-1
16208,7,12851,149,1,-1,-1
16209,7,12852,150,1,-1,-1
16210,7,12853,151,1,-1,-1
16211,7,12854,153,1,-1,-1
16212,7,12855,154,2,-1,-1
16213,7,12856,155,1,-1,-1
16214,7,12857,157,1,-1,-1
16215,7,12858,161,1,-1,-1
16216,7,12859,162,1,-1,-1
16217,7,12860,164,1,-1,-1
16218,7,12861,165,2,-1,-1
16219,7,12862,166,2,-1,-1
16220,7,12863,167,1,-1,-1
16221,7,12864,170,1,-1,-1
16222,7,12865,172,1,-1,-1
16223,7,12866,173,1,-1,-1
16224,7,12867,174,1,-1,-1
16225,7,12868,175,1,-1,-1
16226,7,12869,176,1,-1,-1
16227,7,12870,177,1,-1,-1
16228,7,12871,178,1,-1,-1
16229,7,12872,179,1,-1,-1
16230,7,12873,180,1,-1,-1
16231,7,12874,181,1,-1,-1
16232,7,12875,182,1,-1,-1
16233,7,12876,183,1,-1,-1
16234,7,12877,184,1,-1,-1
16235,7,12878,185,1,-1,-1
16236,7,12879,186,1,-1,-1
16237,7,12880,104,1,-1,-1
16238,7,12881,109,1,-1,-1
16239,7,12882,110,1,-1,-1
16240,7,12883,112,1,-1,-1
16241,7,12884,113,1,-1,-1
16242,7,12885,114,1,-1,-1
16243,7,12886,115,1,-1,-1
16244,7,12887,116,1,-1,-1
16245,7,12888,118,1,-1,-1
16246,7,12889,119,1,-1,-1
16247,7,12890,120,1,-1,-1
16248,7,12891,121,1,-1,-1
16249,7,12892,124,1,-1,-1
16250,7,12893,125,1,-1,-1
16251,7,12894,127,1,-1,-1
16252,7,12895,128,1,-1,-1
16253,7,12896,129,1,-1,-1
16254,7,12897,130,1,-1,-1
16255,7,12898,131,1,-1,-1
16256,7,12899,134,1,-1,-1
16257,7,12900,139,1,-1,-1
16258,7,12901,140,1,-1,-1
16259,7,12902,142,1,-1,-1
16260,7,12903,143,1,-1,-1
16261,7,12904,145,1,-1,-1
16262,7,12905,146,1,-1,-1
16263,7,12906,147,1,-1,-1
16264,7,12907,149,1,-1,-1
16265,7,12908,150,1,-1,-1
16266,7,12909,151,1,-1,-1
16267,7,12910,161,1,-1,-1
16268,7,12911,162,1,-1,-1
16269,7,12912,167,2,-1,-1
16270,7,12913,170,1,-1,-1
16271,7,12914,172,1,-1,-1
16272,7,12915,173,1,-1,-1
16273,7,12916,174,1,-1,-1
16274,7,12917,175,1,-1,-1
16275,7,12918,177,1,-1,-1
